Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Building AI Applications with Watson APIs,4.3,Intermediate level,20,Flexible schedule,722,Describe the technologies involved in the creation of AI applications.Utilize Watson APIs to create useful chatbots.Deploy chatbots to various channels such as Facebook and Slack.Leverages Watson speech APIs to give your chatbot a voice.,"['Python Programming', 'Machine Learning', 'Artifical Intelligence', 'Watson AI', 'Chatbot']","['Module 1: Introduction and Creating a Chatbot', 'Giving it a Voice', 'Deployment', 'Final Project', '(Optional) Enhancing your Chatbot with Discovery']","['Tanmay Bakshi', 'Antonio Cangiano']",['IBM'],Computer Science,https://www.coursera.org/learn/building-ai-applications
Continuous Delivery & DevOps ,4.6,Beginner level,8,Flexible schedule,1592,"How to diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve itThe skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capabilityHow to review and deliver automation tests across the development stackHow to facilitate prioritized, iterative team progress on improving a delivery pipeline  ","['Unit Testing', 'System Testing', 'Continuous Delivery', 'Infrastructure As Code', 'Devops']","['The Importance of Velocity & The Jobs of Delivery', 'Your Testing Stack', 'Infrastructure and The Jobs of Ops', 'Delivering Continuously']",['Alex Cowan'],['University of Virginia'],Computer Science,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
Probability Theory: Foundation for Data Science,4.5,Intermediate level,40,Flexible schedule,144,Explain why probability is important to statistics and data science.See the relationship between conditional and independent events in a statistical experiment.Calculate the expectation and variance of several random variables and develop some intuition.,"[""Bayes' Theorem"", 'continuous random variables', 'Probability', 'discrete random variables', 'central limit theorem']","['Start Here!', 'Descriptive Statistics and the Axioms of Probability', 'Conditional Probability', 'Discrete Random Variables', 'Continuous Random Variables', 'Joint Distributions and Covariance', 'The Central Limit Theorem']","['Jem Corcoran', 'Anne Dougherty']",['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/probability-theory-foundation-for-data-science
Introduction to Software Testing,4.4,Intermediate level,30,Flexible schedule,682,"You will gain an understanding of the theory of testing.You will practice writing tests for a variety of quality intent, including code coverage, defect finding, and statistical testing.You will develop test plans to guide the testing stage of the software development lifecycle.You will create defect reports to provide transparency and understanding to supervisors, colleagues, and users.","['Writing Defect Reports', 'Writing Tests', 'Testing Vocabulary', 'Writing Test Plans', 'Understanding of Testing Theory']","['Introduction', 'Testing Foundations', 'Testing in the Software Development Lifecycle', 'Writing Good Unit Tests']","['Kevin Wendt', 'Sanjai Rayadurgam']",['University of Minnesota'],Computer Science,https://www.coursera.org/learn/introduction-software-testing
Expressway to Data Science: Python Programming Specialization,4.7,Beginner level,40,Flexible schedule,111,Fundamentals of Python ProgrammingData Manipulation Packages such as Numpy and PandasData Visualization Packages such as Matplotlib and Seaborn,"['Python Libraries', 'Python Programming', 'Numpy', 'Pandas', 'Matplotlib']","['Introduction to Python Fundamentals', 'Introduction to Python Functions', 'Python Packages for Data Science']",['Di Wu'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/python-programming-data-science
"ETL and Data Pipelines with Shell, Airflow and Kafka",4.5,Intermediate level,16,Flexible schedule,274,"Describe and contrast Extract, Transform, Load (ETL) processes and Extract, Load, Transform (ELT) processes.Explain batch vs concurrent modes of execution.Implement an ETL pipeline through shell scripting.Describe data pipeline components, processes, tools, and technologies.","['Extract Transform and Load (ETL)', 'Data Engineer', 'Apache Kafka', 'Apache Airflow', 'Data Pipelines']","['Data Processing Techniques', 'ETL & Data Pipelines: Tools and Techniques', 'Building Data Pipelines using Airflow', 'Building Streaming Pipelines using Kafka', 'Final Assignment']","['Yan Luo', 'Sabrina Spillner', 'Ramesh Sannareddy', 'Jeff Grossman']",['IBM'],Computer Science,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka
Machine Learning: Theory and Hands-on Practice with Python Specialization,3.7,Intermediate level,120,Flexible schedule,39,Explore several classic Supervised and Unsupervised Learning algorithms and introductory Deep Learning topics.  Build and evaluate Machine Learning models utilizing popular Python libraries and compare each algorithm’s strengths and weaknesses.Explain which Machine Learning models would be best to apply to a Machine Learning task based on the data’s properties.Improve model performance by tuning hyperparameters and applying various techniques such as sampling and regularization.,"['Unsupervised Learning', 'Python Programming', 'Deep Learning', 'hyperparameter tuning', 'Supervised Learning']","['Introduction to Machine Learning: Supervised Learning', 'Unsupervised Algorithms in Machine Learning', 'Introduction to Deep Learning']",['Geena Kim '],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu
COBOL Programming with VSCode,4.7,Beginner level,15,Flexible schedule,169,Summarize the key features of COBOL programRecognize the hardware (IBM Z) and software (z/OS) layers that go hand in hand with Enterprise COBOL Demonstrate an understanding of basic programming fundamentals Demonstrate an understanding of the modern tooling interface (VSCode w/ ZOWE & Z Open Editor),"['Computer Programming', 'Common Business Oriented Language (COBOL)', 'ZOWE', 'IBM Z', 'VSCode']","['COBOL Basics ', 'COBOL Structure and Cross-Program Communication', 'Defining and Manipulating COBOL Data Names/Types']",['Jeff Bisti'],['IBM '],Computer Science,https://www.coursera.org/learn/cobol-programming-vscode
Introduction to Enterprise Computing,4.7,Beginner level,9,Flexible schedule,870,"Identify the different architectural families, explain the enhancements for each architecture family and the functions of an operating systemExplain the concept of a Sysplex and describe methods available for z/OS security. Define the IOCP statements for the IOCDS and explain the concept of activation profiles. Describe the process of IPLing an operating system","['Mainframe', 'Enterprise Software', 'security', 'IBM Z', 'z/OS']","['Introduction to the Mainframe Environment', 'Mainframe Infrastructure', 'Mainframe Security and Start-up']",['Jeff Bisti'],['IBM '],Computer Science,https://www.coursera.org/learn/introduction-enterprise-computing
Bayesian Statistics: From Concept to Data Analysis,4.6,Intermediate level,11,Flexible schedule,3117,Describe & apply the Bayesian approach to statistics.Explain the key differences between Bayesian and Frequentist approaches.Master the basics of the R computing environment.,"['Statistics', 'Bayesian Statistics', 'Bayesian Inference', 'R Programming']","[""Probability and Bayes' Theorem"", 'Statistical Inference', 'Priors and Models for Discrete Data', 'Models for Continuous Data']",['Herbert Lee'],"['University of California, Santa Cruz']",Computer Science,https://www.coursera.org/learn/bayesian-statistics
Google Proje Yönetimi Professional Certificate,4.9,Beginner level,240,Flexible schedule,805,"Giriş seviyesi bir proje yönetimi pozisyonunda başarılı olmak için gereken uygulamaları ve becerileri kavrayacaksınız.Bir projenin çeşitli evrelerinde etkili proje dokümantasyonu ve eserlerinin nasıl oluşturulacağını öğreneceksiniz.Scrum etkinliklerini uygulamaya, Scrum eserleri oluşturmaya ve Scrum rollerini anlamaya odaklanarak Çevik proje yönetimini öğreneceksiniz.Gerçek dünyayı yansıtan senaryolar aracılığıyla stratejik iletişim, problem çözme ve paydaş yönetimi konularında pratik yapacaksınız.","['Proje Planlaması:', 'Risk Yönetimi', 'Görev Tahmini', 'Satın Alma', 'Stratejik Düşünme', 'Çevik Yönetim', 'Etkileme', 'Problem Çözme', 'Koçluk', 'İş Yazışmaları', 'Proje Yönetimi', 'Proje Başlatma Belgesi', 'Paydaş Yönetimi', 'Projeyi Yürütme', 'Kalite Yönetimi', 'Etkili İletişim', 'Değişim Yönetimi', 'Kariyer Gelişimi', 'Kurum Kültürü']","['Proje Yönetiminin Temelleri', 'Projeyi Başlatma: Projeye Başarıyla Adım Atma', 'Proje Planlaması: Her Şeyi Bir Araya Getirmek', 'Projeyi Yürütme: Projeyi Hayata Geçirme', 'Çevik Proje Yönetimi', 'Bitirme Projesi: Proje Yönetimini Gerçek Dünyada Uygulamak']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/professional-certificates/google-proje-yonetimi
Ve a lo seguro: Gestiona los riesgos de seguridad,4.9,Beginner level,12,Flexible schedule,384,"Identifica las principales amenazas, riesgos y vulnerabilidades para las operaciones comercialesExamina cómo las organizaciones utilizan los marcos y controles de seguridad para proteger las operaciones comercialesDefine las herramientas de información de seguridad y gestión de eventos (SIEM); úsalas para analizar e identificar riesgos o vulnerabilidades Usa un manual de estrategia para responder a amenazas, riesgos o vulnerabilidades","['Marcos de ciberseguridad (CSF) del NIST', 'Manuales de respuesta a incidentes', 'Seguridad de la información (INFOSEC)', 'Marcos y controles de seguridad', 'Marco de gestión de riesgos (RMF) del NIST']","['Dominios de seguridad', 'Marcos y controles de seguridad', 'Introducción a las herramientas de ciberseguridad', 'Uso de los manuales de estrategias para responder a incidentes']",['Google Career Certificates'],['Google'],Computer Science,https://www.coursera.org/learn/ve-a-lo-seguro-gestiona-los-riesgos-de-seguridad
